Player,School,Pos,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,round,overall,year
Nickell Robey,USC,CB,67,169,4.53,37.5,10,127,6.74,4.09,0,,
Nico Collins,Michigan,WR,76,215,4.43,37.5,14,125,6.78,4.29,1,89,2021
Nico Siragusa,San Diego State,OG,76,319,5.35,32,28,110,7.71,4.56,1,122,2017
Nigel Bradham,Florida State,OLB,74,241,4.56,37,24,121,7.18,4.37,1,105,2012
Nila Kasitati,Oklahoma,OG,75,317,5.32,27.5,12,107,8.3,4.83,0,,
Noah Fant,Iowa,TE,76,249,4.5,39.5,20,127,6.81,4.22,1,20,2019
Noah Gray,Duke,TE,75,240,4.55,35,15,115,6.83,4.37,1,162,2021
Noah Hannon,Appalachian St.,OL,73,238,5.15,29.5,15,108,7.37,4.68,0,,
Noah Spence,East. Kentucky,DE,74,251,4.8,35,25,121,7.21,4.35,1,39,2016
Nyqwan Murray,Florida State,WR,70,191,4.63,34,8,113,7.2,4.4,0,,
O.J. Howard,Alabama,TE,78,251,4.51,30,22,121,6.85,4.16,1,19,2017
Obum Gwacham,Oregon State,DE,77,246,4.72,36,22,121,7.28,4.28,1,209,2015
Oday Aboushi,Virginia,OT,77,308,5.41,23.5,17,100,7.92,4.84,1,141,2013
"Odell Beckham, Jr.",LSU,WR,71,198,4.38,38.5,7,122,6.69,3.94,1,12,2014
Oli Udoh,Elon,OT,77,323,5.05,28.5,26,105,7.88,5.05,0,,
Olivier Vernon,Miami (FL),DE,74,261,4.73,34.5,31,122,7.39,4.5,1,72,2012
Omar Bayless,Arkansas State,WR,73,212,4.62,36,11,123,7.35,4.5,0,,
Oren Burks,Vanderbilt,OLB,75,233,4.59,39.5,18,131,6.82,4.15,1,88,2018
Orlando Brown,Oklahoma,OT,80,345,5.85,19.5,14,82,7.87,5.38,1,83,2018
Oshane Ximines,Old Dominion,EDGE,75,253,4.78,34,24,118,7.13,4.57,1,95,2019
Otis Anderson,Central Florida,RB,67,179,4.63,36,11,113,7.04,4.38,0,,
Owamagbe Odighizuwa,UCLA,DE,75,267,4.62,39,25,127,7.36,4.19,1,74,2015
P.J. Williams,Florida State,CB,73,194,4.57,40,12,132,7.08,4.28,1,78,2015
Paddy Fisher,Northwestern,LB,75,240,4.91,31.5,20,110,7,4.47,0,,
Parker Ferguson,Air Force,OT,75,306,5.19,31,24,105,7.75,4.9,0,,
Pat Elflein,Ohio State,C,75,303,5.32,23.5,22,99,7.94,4.71,1,70,2017
Patrick Johnson,Tulane,DE,78,240,4.59,35,16,119,6.97,4.41,1,234,2021
Paul Adams,Missouri,OT,78,317,5.18,27,16,103,7.68,4.74,0,,
Paulson Adebo,Stanford,CB,73,198,4.45,36.5,18,121,6.69,4.13,1,76,2021
Pearce Slater,San Diego State,OT,79,329,5.42,23,17,92,8.36,5.12,0,,
Penei Sewell,Oregon,OL,76,331,5.13,28,30,109,7.76,4.68,1,7,2021
Pete Werner,Ohio St.,LB,74,238,4.58,39.5,20,122,6.95,4.38,1,60,2021
Peter Kalambayi,Stanford,EDGE,75,252,4.57,34,19,121,7.13,4.36,1,214,2018
Peyton Barber,Auburn,RB,70,228,4.64,32.5,20,111,7,4.21,0,,
Phil Haynes,Wake Forest,OL,76,322,5.2,31,33,108,7.76,4.95,1,124,2019
Phil Hoskins,Kentucky,DT,76,313,5.23,30.5,20,103,7.87,4.85,0,,
Philip Blake,Baylor,C,75,311,5.17,29.5,22,105,7.86,4.65,1,108,2012
Philip Lutzenkirchen,Auburn,TE,75,258,4.94,30.5,21,112,7.15,4.35,0,,
Phillip Dorsett,Miami (FL),WR,70,185,4.33,37,13,122,6.7,4.11,1,29,2015
Phillip Gaines,Rice,CB,73,193,4.38,36.5,11,122,6.62,4.04,1,87,2014
Pierre Desir,Lindenwood,CB,73,198,4.59,35,11,133,6.86,4.3,1,127,2014
Pita Taumoepenu,Utah,OLB,73,243,4.67,28.5,24,112,6.91,4.33,1,202,2017
Pooka Williams,Kansas,RB,69,170,4.46,31.5,4,118,7.03,4.26,0,,
Preston Brown,Louisville,ILB,73,251,4.86,33,23,116,6.98,4.26,1,73,2014
Preston Smith,Mississippi State,DE,77,271,4.74,34,24,121,7.07,4.28,1,38,2015
Prince Shembo,Notre Dame,OLB,73,253,4.71,38.5,26,122,7.29,4.31,1,139,2014
Qadree Ollison,Pittsburgh,RB,73,228,4.58,29.5,19,114,7.53,4.31,1,152,2019
Quadree Henderson,Pittsburgh,WR,68,192,4.5,32.5,12,120,6.89,4.28,0,,
Quandre Diggs,Texas,CB,69,196,4.56,35.5,17,113,7.22,4.15,1,200,2015
Quentin Saulsberry,Mississippi State,C,74,304,5.28,22,26,90,8.19,4.99,0,,
Quincy Adeboyejo,Mississippi,WR,75,197,4.42,34.5,8,123,6.73,4.14,0,,
Quincy Wilson,Florida,CB,73,211,4.54,32,14,118,6.86,4.02,1,46,2017
Quinten Rollins,Miami (OH),CB,71,195,4.57,36.5,14,122,7.1,4.28,1,62,2015
Quintez Cephus,Wisconsin,WR,73,202,4.73,38.5,23,124,7.2,4.33,1,166,2020
Quintin Morris,Bowling Green,TE,74,243,4.6,34,22,119,7.12,4.55,0,,
Quinton Coples,North Carolina,DE,78,284,4.69,31.5,25,109,7.57,4.78,1,16,2012
Quinton Patton,Louisiana Tech,WR,73,204,4.53,33,8,118,6.91,4.01,1,128,2013
Rachad Wildgoose,Wisconsin,CB,71,197,4.53,36,11,120,7.09,4.18,1,213,2021
Raekwon Davis,Alabama,DL,78,311,5.12,28,24,111,7.95,4.86,1,56,2020
Raekwon McMillan,Ohio State,ILB,74,240,4.61,33,23,121,7.15,4.39,1,54,2017
Raequan Williams,Michigan State,DL,76,308,5.04,25.5,17,101,7.72,4.78,0,,
Rakeem Boyd,Arkansas,RB,71,213,4.7,32.5,6,98,7.22,4.38,0,,
Rakeem Nunez-Roches,Southern Miss,DT,74,307,5.02,34,26,114,7.67,4.69,1,217,2015
Ramaud Chiaokhiao-Bowman,Northwestern,WR,73,204,4.78,34.5,11,119,6.78,4.2,0,,
Rannell Hall,Central Florida,WR,73,198,4.6,41,16,132,6.86,4.15,0,,
Rashaad Reynolds,Oregon State,CB,70,189,4.51,37.5,20,123,6.72,4,0,,
Rashaan Gaulden,Tennessee,CB,73,193,4.61,30,8,119,7.16,4.33,1,85,2018
Rashad Weaver,Pittsburgh,DL,76,259,4.88,32,20,114,6.97,4.26,1,135,2021
Rashan Gary,Michigan,DL,76,277,4.58,38,26,120,7.26,4.29,1,12,2019
Rashawn Slater,Northwestern,OL,76,304,4.91,33,33,112,7.48,4.45,1,13,2021
Ra'Shede Hageman,Minnesota,DT,78,310,4.92,35.5,32,114,7.87,4.5,1,37,2014
Rasul Douglas,West Virginia,CB,74,209,4.59,33.5,16,120,6.97,4.26,1,99,2017
Ray Graham,Pittsburgh,RB,69,199,4.8,32.5,18,112,7.17,4.21,0,,
Reese Dismukes,Auburn,C,75,296,5.31,27.5,23,107,8.14,4.7,0,,
Reggie Jordan,Missouri Western State,FB,75,240,4.77,30,24,116,7.22,4.3,0,,
Reggie Robinson II,Tulsa,CB,73,205,4.44,36,22,132,7.09,4.18,1,123,2020
Reid Fragel,Ohio State,OT,80,308,5.14,30,33,113,7.62,4.68,1,240,2013
Renell Wren,Arizona State,DL,77,318,5.01,32,30,118,7.65,4.53,1,125,2019
Rex Burkhead,Nebraska,RB,70,214,4.73,39,21,125,6.85,4.09,1,190,2013
Rhamondre Stevenson,Oklahoma,RB,71,231,4.64,31.5,15,112,7.09,4.15,1,120,2021
Richard Rodgers,California,TE,76,257,4.87,31.5,16,116,7.23,4.47,1,98,2014
Richie Grant,Central Florida,CB,71,197,4.49,34.5,12,129,6.78,4.27,1,40,2021
Richie James,Middle Tennessee State,WR,70,183,4.48,35.5,6,122,6.87,4.16,1,240,2018
Ricky Seals-Jones,Texas A&M,WR,77,243,4.69,28,17,121,7.46,4.33,0,,
Ricky Wagner,Wisconsin,OT,78,308,5.17,31.5,20,101,7.94,4.91,1,168,2013
Riley Lees,Northwestern,WR,71,192,4.47,35,7,119,6.78,4.16,0,,
Riley Reiff,Iowa,OT,78,313,5.16,26.5,23,98,7.87,4.75,1,23,2012
Riley Ridley,Georgia,WR,73,199,4.58,30.5,13,124,7.22,4.28,1,126,2019
Rishaw Johnson,California (PA),OG,75,313,5.12,31.5,22,108,7.87,4.53,0,,
Rob Crisp,Boise State,OT,79,301,5.26,32.5,26,107,8.07,4.6,0,,
Rob Havenstein,Wisconsin,OT,79,321,5.46,28.5,16,96,8.28,4.87,1,57,2015
Rob Windsor,Penn State,DL,76,290,4.9,28.5,21,111,7.47,4.44,1,193,2020
Robbie Rouse,Fresno State,RB,66,190,4.8,34,15,114,6.97,4.25,0,,
Robert Alford,SE Louisiana,CB,70,188,4.39,40,17,132,6.89,4.23,1,60,2013
Robert Blanton,Notre Dame,CB,73,208,4.66,34,12,116,6.71,3.97,1,139,2012
Robert Davis,Georgia State,WR,75,219,4.44,41,19,136,6.82,4.28,1,209,2017
Robert Hainsey,Notre Dame,OL,76,306,5.2,27.5,32,104,7.58,4.63,1,95,2021
Robert Herron,Wyoming,WR,69,193,4.48,35.5,18,125,6.84,4.27,1,185,2014
Robert Rochell,Central Arkansas,CB,71,193,4.41,43,9,133,6.84,4.08,1,130,2021
Robert Turbin,Utah State,RB,70,222,4.42,36,28,122,7.16,4.31,1,106,2012
Robert Woods,USC,WR,73,201,4.51,33.5,14,117,7.15,4.47,1,41,2013
Rock Ya-Sin,Temple,CB,73,192,4.51,39.5,18,120,7.31,4.31,1,34,2019
Rodarius Williams,Oklahoma St.,CB,71,189,4.5,36.5,14,123,6.98,4.15,1,201,2021
Rodney Adams,South Florida,WR,73,189,4.44,29.5,8,125,6.98,4.28,1,170,2017
Romeo Okwara,Notre Dame,DE,77,265,4.9,33,23,120,7.38,4.53,0,,
Ronald Blair,Appalachian State,DE,74,284,5.15,30,32,113,7.95,4.53,1,142,2016
Ronald Darby,Florida State,CB,71,193,4.38,41.5,12,129,6.94,4.14,1,50,2015
Ronald Leary,Memphis,OG,75,315,5.23,29,30,104,7.87,4.91,0,,
Ronnell Lewis,Oklahoma,OLB,74,253,4.65,31,36,112,7.09,4.4,1,125,2012
Ross Cockrell,Duke,CB,73,191,4.56,36.5,10,122,7.28,4.32,1,109,2014
Ross Scheuerman,Lafayette,WR,73,204,4.62,33,15,121,7.08,4.11,0,,
Roy Lopez,Arizona,DL,73,304,5.19,31,36,105,7.39,4.51,0,,
Royce Freeman,Oregon,RB,71,229,4.54,34,17,118,6.9,4.16,1,71,2018
Royce Newman,Mississippi,OL,77,310,5.14,28,23,104,7.91,4.75,0,,
Rueben Randle,LSU,WR,75,210,4.55,31,15,121,6.99,4.36,1,63,2012
Russell Bodine,North Carolina,OG,75,310,5.18,29,42,109,8.26,4.66,1,111,2014
Ry Schneider,Oklahoma St.,OL,74,312,5.67,23.5,26,85,8.51,5.37,0,,
Ryan Baker,LSU,OLB,71,232,4.8,34,30,113,7.21,4.35,0,,
Ryan Bates,Penn State,OL,76,306,5.09,27,28,102,7.45,4.53,0,,
Ryan Carrethers,Arkansas State,DT,73,337,5.47,26,32,88,7.89,4.6,1,165,2014
Ryan Glasgow,Michigan,DT,75,302,5.13,27.5,20,105,7.55,4.5,1,138,2017
Ryan Grant,Tulane,WR,73,199,4.64,35.5,8,119,6.68,4.11,1,142,2014
Ryan Groy,Wisconsin,OG,77,316,5.19,26.5,26,108,7.49,4.47,0,,
Ryan Izzo,Florida State,TE,77,256,4.94,33,18,110,7.15,4.43,1,250,2018
Ryan Kelly,Alabama,C,76,311,5.03,30,26,103,7.58,4.59,1,18,2016
Ryan Malleck,Virginia Tech,TE,76,247,4.77,34.5,18,121,7,4.33,0,,
Ryan Miller,Colorado,OG,79,321,5.16,28,32,100,7.72,4.78,1,160,2012
Ryan Nall,Oregon State,RB,74,232,4.58,33,15,122,6.95,4.16,0,,
Ryan Neuzil,Appalachian St.,OL,74,301,5.09,29,30,102,7.41,4.53,0,,
Ryan Russell,Purdue,DE,76,269,4.75,32.5,25,119,7.25,4.47,1,163,2015
Ryan Shazier,Ohio State,OLB,73,237,4.58,42,25,130,6.91,4.21,1,15,2014
Ryan Smith,North Carolina Central,CB,71,189,4.47,36,18,122,6.88,4.09,1,108,2016
Ryan Spadola,Lehigh,WR,73,204,4.48,33.5,15,119,6.72,4.07,0,,
Ryan Steed,Furman,CB,70,195,4.64,34,12,121,6.94,4.22,0,,
Ryan Switzer,North Carolina,WR,68,181,4.51,32,11,116,6.77,4,1,133,2017
Ryan Swope,Texas A&M,WR,73,205,4.34,37,16,125,6.76,4.25,1,174,2013
Ryquell Armstead,Temple,RB,71,220,4.45,30,22,114,7.02,4.29,1,140,2019
Sam Jones,Arizona State,OG,77,305,5.32,27,28,101,7.92,4.86,1,183,2018
Sam Rogers,Virginia Tech,FB,70,231,4.93,32,19,114,7.27,4.34,1,206,2017
Sam Tevi,Utah,OT,77,311,5.27,26,15,107,7.84,4.6,1,190,2017
Samaje Perine,Oklahoma,RB,71,233,4.65,33,30,116,7.26,4.37,1,114,2017
Sammie Coates,Auburn,WR,73,212,4.43,41,23,131,6.98,4.06,1,87,2015
Sammy Watkins,Clemson,WR,73,211,4.43,34,16,126,6.95,4.34,1,4,2014
Samuel Cosmi,Texas,OL,77,314,4.87,30,36,117,7.35,4.39,1,51,2021
Sandon McCoy,Army,RB,70,215,4.78,32,18,114,7.47,4.56,0,,
Scoota Harris,Arkansas,LB,73,234,4.69,33,18,111,7.38,4.32,0,,
Scott Crichton,Oregon State,DE,75,273,4.84,31.5,24,108,7.19,4.29,1,72,2014
Scott Orndoff,Pittsburgh,TE,77,253,4.84,27,17,112,7.37,4.45,0,,
Scott Quessenberry,UCLA,C,76,310,5.09,33.5,25,111,7.5,4.69,1,155,2018
Scott Solomon,Rice,DE,75,262,4.88,35,34,124,7.17,4.25,1,211,2012
Scottie Phillips,Mississippi,RB,68,209,4.56,30,29,114,7.4,4.53,0,,
Sean Davis,Maryland,CB,73,201,4.46,37.5,21,126,6.64,3.97,1,58,2016
Sean Harlow,Oregon State,OG,76,303,5.15,30.5,26,105,8.16,4.81,1,136,2017
Sean Richardson,Vanderbilt,S,74,216,4.43,38.5,22,128,7.01,4.44,0,,
Sean Spence,Miami (FL),OLB,71,231,4.66,33.5,12,119,7.46,4.28,1,86,2012
Sean Welsh,Iowa,C,75,306,5.43,25,20,103,7.9,4.81,0,,
Sebastian Tretola,Arkansas,OG,76,314,5.45,23.5,22,90,7.94,5.02,1,193,2016
Senio Kelemete,Washington,OG,76,307,5.39,25,21,101,7.77,4.58,1,151,2012
Senquez Golson,Mississippi,CB,69,176,4.46,33.5,15,120,6.81,4.2,1,56,2015
Seth Williams,Auburn,WR,75,211,4.49,37,12,124,7.2,4.43,1,219,2021
Shadrach Thornton,North Carolina State,RB,73,217,4.75,31,12,116,6.85,4.21,0,,
Shaka Toney,Penn St.,DE,74,242,4.51,39,24,128,6.95,4.28,1,246,2021
Shakur Brown,Michigan St.,CB,69,185,4.61,35.5,17,116,7.08,4.23,0,,
Shalom Luani,Washington State,S,71,202,4.55,31,12,116,6.87,4.21,1,221,2017
Shaq Smith,Maryland,LB,74,237,4.79,30,22,110,7.34,4.3,0,,
Shaquelle Evans,UCLA,WR,73,213,4.51,34.5,13,122,7.07,4.21,1,115,2014
Shaquill Griffin,Central Florida,CB,73,194,4.38,38.5,17,132,6.87,4.14,1,90,2017
Shaun Bradley,Temple,LB,73,235,4.51,32.5,14,121,7.07,4.24,1,196,2020
Shaun Crawford,Notre Dame,S,69,182,4.55,35,12,116,6.7,4.13,0,,
Shawn Oakman,Baylor,DE,80,287,4.96,32,23,123,7.53,4.56,0,,
Shawn Williams,Georgia,S,73,213,4.46,36,25,120,7.01,4.25,1,84,2013
Shea McClellin,Boise State,OLB,75,260,4.62,31.5,19,118,7.07,4.33,1,19,2012
Sheldon Day,Notre Dame,DT,73,293,5.07,30,21,102,7.44,4.5,1,103,2016
Sheldon Rankins,Louisville,DT,73,299,5.03,34.5,28,118,7.44,4.59,1,12,2016
Shelton Gibson,West Virginia,WR,71,191,4.5,32,8,118,6.83,4.2,1,166,2017
Shemar Jean-Charles,Appalachian St.,CB,70,184,4.47,35,19,124,7.19,4.27,0,,
Shilique Calhoun,Michigan State,DE,76,251,4.82,35,23,115,6.97,4.25,1,75,2016
Simi Fehoko,Stanford,WR,75,222,4.44,34.5,16,120,6.78,4.26,1,179,2021
Simmie Cobbs,Indiana,WR,75,220,4.64,30,11,113,6.7,4.32,0,,
Sio Moore,Connecticut,OLB,73,245,4.65,38,29,127,7.49,4.31,1,66,2013
Sione Takitaki,BYU,LB,73,238,4.63,37,24,125,7.21,4.28,1,80,2019
Siran Neal,Jacksonville State,S,73,199,4.56,40.5,17,122,7,4.28,1,154,2018
Sojourn Shelton,Wisconsin,CB,69,177,4.51,35,10,120,6.92,4.02,0,,
Solomon Thomas,Stanford,DE,75,273,4.69,35,30,126,6.95,4.28,1,3,2017
Spencer Drango,Baylor,OT,78,315,5.27,27,30,100,7.88,4.66,1,168,2016
Stanley Morgan,Nebraska,WR,73,202,4.53,38.5,14,125,6.78,4.13,0,,
Stanley Williams,Kentucky,RB,67,190,4.51,36,18,121,6.86,4.18,0,,
Stedman Bailey,West Virginia,WR,70,193,4.52,34.5,11,117,6.81,4.09,1,92,2013
Stefphon Jefferson,Nevada,RB,70,213,4.68,31,15,117,6.97,4.44,0,,
Stepfan Taylor,Stanford,RB,69,214,4.76,30,17,110,7.13,4.5,1,140,2013
Stephane Nembot,Colorado,OT,79,322,5.39,26.5,32,103,8.55,5.15,0,,
Stephen Hill,Georgia Tech,WR,76,215,4.36,39.5,14,133,6.88,4.48,1,43,2012
Stephon Gilmore,South Carolina,CB,73,190,4.38,36,15,123,6.61,3.94,1,10,2012
Stephone Anthony,Clemson,ILB,75,243,4.56,37,23,122,7.07,4.03,1,31,2015
Sterling Bailey,Georgia,DE,76,285,5.23,30,20,111,7.46,4.73,0,,
Sterling Johnson,Coastal Carolina,DL,75,288,5.22,28,25,103,7.56,4.81,0,,
Sterling Shepard,Oklahoma,WR,70,194,4.48,41,20,123,7,4.35,1,40,2016
Steve Beauharnais,Rutgers,ILB,73,240,4.84,33,19,118,6.99,4.2,1,235,2013
Steve Longa,Rutgers,ILB,73,241,4.78,32,19,116,7.5,4.56,0,,
Steve Williams,California,CB,69,181,4.42,40.5,12,128,6.89,4.1,1,145,2013
Steven Daniels,Boston Col.,ILB,71,243,4.86,32,16,112,7.33,4.54,1,232,2016
Steven Johnson,Kansas,OLB,73,239,4.71,36,16,113,7.32,4.38,0,,
Steven Mitchell,USC,WR,70,189,4.56,32.5,13,121,6.75,4.4,0,,
Steven Nelson,Oregon State,CB,70,197,4.49,34.5,19,115,6.88,4.07,1,98,2015
Stevie Scott,Indiana,RB,73,225,4.66,31,18,119,7.14,4.57,0,,
Stevie Tu'Ikolovatu,USC,DT,73,331,5.45,24.5,28,91,7.83,5,1,223,2017
Stone Forsythe,Florida,OL,80,307,5.14,27.5,25,103,7.47,4.65,1,208,2021
Sutton Smith,Northern Illinois,EDGE,73,233,4.69,31.5,25,118,6.75,4.32,1,175,2019
Sylvester Williams,North Carolina,DT,75,313,5.03,26.5,27,102,7.93,4.8,1,28,2013
Syrus Tuitele,Fresno St.,OL,77,311,5.21,26,36,94,8.25,4.89,0,,
T.J. Barnes,Georgia Tech,DT,78,369,5.3,22,25,97,8.26,4.96,0,,
T.J. Clemmings,Pittsburgh,OT,77,309,5.14,32.5,22,111,7.68,4.54,1,110,2015
T.J. Graham,North Carolina State,WR,71,188,4.34,33.5,8,120,6.77,4.18,1,69,2012
T.J. Hockenson,Iowa,TE,77,251,4.7,37.5,17,123,7.02,4.18,1,8,2019
T.J. Johnson,South Carolina,C,76,310,5.33,25.5,32,96,7.83,4.74,1,251,2013
T.J. McDonald,USC,S,74,219,4.59,40,19,131,6.89,4.2,1,71,2013
T.J. Moe,Missouri,WR,71,204,4.74,36,26,120,6.53,3.96,0,,
T.J. Watt,Wisconsin,OLB,76,252,4.69,37,21,128,6.79,4.13,1,30,2017
T.J. Yeldon,Alabama,RB,73,226,4.61,36,22,117,7.19,4.22,1,36,2015
Taco Charlton,Michigan,DE,78,277,4.92,33,25,116,7.17,4.39,1,28,2017
Tahir Whitehead,Temple,OLB,73,233,4.62,37,21,124,7.14,4.37,1,138,2012
Taiwan Jones,Michigan State,ILB,75,245,4.95,32,19,115,7.25,4.33,0,,
Takkarist McKinley,UCLA,OLB,74,250,4.59,33,24,122,7.48,4.62,1,26,2017
Takoby Cofield,Duke,OT,76,310,5.19,30,23,101,8.09,4.79,0,,
Tamorrion Terry,Florida St.,WR,74,207,4.44,32.5,15,126,7,4.53,0,,
Tank Carder,TCU,ILB,74,236,4.58,34.5,19,121,6.89,4.18,1,147,2012
Tanner Carew,Oregon,LS,73,243,5,30,18,111,7.26,4.28,0,,
Tanoh Kpassagnon,Villanova,DE,79,289,4.83,30,23,128,7.46,4.62,1,59,2017
Tanzel Smart,Tulane,DT,73,296,5.24,27,22,105,7.53,4.57,1,189,2017
Ta'Quon Graham,Texas,DL,75,292,4.89,32.5,32,113,7.31,4.68,1,148,2021
Tarell Basham,Ohio,DE,76,269,4.7,31.5,15,119,7.27,4.35,1,80,2017
Tarik Black,Texas,WR,74,213,4.54,40,15,132,6.91,4.26,0,,
Taron Johnson,Weber State,CB,73,180,4.5,33,17,118,7.03,4.28,1,121,2018
Tarron Jackson,Coastal Carolina,DE,74,254,4.68,29,25,118,7.45,4.51,1,191,2021
Tashawn Bower,LSU,OLB,77,250,4.82,31.5,20,121,7.2,4.37,0,,
Tauren Poole,Tennessee,RB,70,205,4.48,34,24,118,7.36,4.19,0,,
Tavante Beckett,Marshall,LB,70,220,4.78,31,18,106,7.34,4.58,0,,
Tavarres King,Georgia,WR,73,189,4.47,36.5,11,123,6.91,4.33,1,161,2013
Taven Bryan,Florida,DT,76,291,4.98,35,30,119,7.12,4.48,1,29,2018
Tavon Young,Temple,CB,69,183,4.46,34.5,9,118,6.8,3.93,1,104,2016
Tay Gowan,Central Florida,CB,73,186,4.44,35.5,13,118,6.88,4.25,1,223,2021
Taylor Decker,Ohio State,OT,79,310,5.23,29,20,101,7.7,4.76,1,16,2016
Taylor Dever,Notre Dame,OT,77,298,5.4,28,18,100,7.49,4.9,0,,
Taylor Hearn,Clemson,OG,76,320,5.45,24,18,96,7.84,4.8,0,,
Taylor Lewan,Michigan,OT,79,309,4.87,30.5,29,117,7.39,4.49,1,11,2014
Taylor Moton,West. Michigan,OT,77,319,5.18,30.5,23,109,7.73,4.58,1,64,2017
Taylor Stallworth,South Carolina,DT,74,312,5.28,23.5,18,101,7.95,4.75,0,,
Taywan Taylor,Western Kentucky,WR,71,203,4.5,33.5,13,132,6.57,4.21,1,72,2017
Tedarrell Slaton,Florida,DL,76,330,5.09,29,27,109,7.91,4.81,1,173,2021
Tedric Thompson,Colorado,S,73,204,4.6,32.5,17,117,7.11,4.36,1,111,2017
Temarrick Hemingway,South Carolina State,TE,77,244,4.71,30.5,18,115,6.88,4.31,1,177,2016
Tenny Palepoi,Utah,DT,73,298,5.1,30.5,31,111,7.67,4.53,0,,
Terrance Williams,Baylor,WR,74,208,4.52,32.5,11,119,7.01,4.32,1,74,2013
Terrell Manning,North Carolina State,OLB,74,237,4.71,32.5,22,114,7.18,4.43,1,163,2012
Terrence Frederick,Texas A&M,CB,70,187,4.44,35,16,121,6.59,4.03,1,246,2012
Terrence Magee,LSU,RB,68,213,4.62,37,22,115,7.52,4.37,0,,
Terron Armstead,Ark-Pine Bluff,OT,77,306,4.71,34.5,31,112,7.62,4.72,1,75,2013
Terry Beckner,Missouri,DL,76,296,5.19,24.5,28,98,7.97,4.82,1,215,2019
Terry McLaurin,Ohio State,WR,73,208,4.35,37.5,18,125,7.01,4.15,1,76,2019
Terry Poole,San Diego State,OT,77,307,5.09,31,25,113,7.9,4.66,1,130,2015
Teton Saltes,New Mexico,OL,76,300,5.04,30.5,22,105,7.76,4.64,0,,
Teven Jenkins,Oklahoma St.,OL,77,317,5.01,32.5,36,106,7.72,4.66,1,39,2021
Tevin McDonald,East. Washington,S,71,195,4.63,33,19,112,7.01,4.26,0,,
Thomas Duarte,UCLA,TE,74,231,4.72,33.5,12,118,6.97,4.24,1,231,2016
Thomas Graham Jr.,Oregon,CB,70,192,4.49,34.5,13,121,7.08,4.21,0,,
Tim Tanner-Blair,Bowling Green,OL,75,288,5.59,21,32,93,8.06,4.95,0,,
Toby Weathersby,LSU,OT,76,317,5.34,24.5,28,106,8.55,5.38,0,,
Tom Compton,South Dakota,OT,77,314,5.01,30,20,108,7.59,4.6,1,193,2012
Tom Wort,Oklahoma,ILB,73,235,4.78,31.5,21,111,7.41,4.51,0,,
Tommy Bohanon,Wake Forest,FB,73,246,4.88,35,36,119,7.27,4.42,1,215,2013
Tommy Togiai,Ohio St.,DT,73,296,4.97,32,40,105,7.2,4.49,1,132,2021
Tony Bergstrom,Utah,OT,77,313,5.19,29.5,32,101,7.95,4.84,1,95,2012
Tony Brown,Alabama,CB,73,198,4.35,31.5,14,126,6.78,4.11,0,,
Tony Brown,Colorado,WR,73,198,4.65,33.5,14,119,7.21,4.27,0,,
Tony Fields,West Virginia,LB,73,222,4.64,34,17,114,7.15,4.48,1,153,2021
Tony Jones,Notre Dame,RB,70,220,4.68,32.5,13,119,7.18,4.21,0,,
Tony Lippett,Michigan State,WR,74,192,4.61,36,10,114,6.92,4.13,1,156,2015
Tony Washington,Oregon,OLB,76,247,4.99,32.5,17,110,7.2,4.31,0,,
Tory Carter,LSU,FB,73,229,4.86,35.5,24,112,7.21,4.38,0,,
Trae Meadows,Western Kentucky,CB,73,183,4.65,29,6,118,7.3,4.39,0,,
Trae Waynes,Michigan State,CB,73,186,4.31,38,19,122,7.06,4.39,1,11,2015
Travis Bond,North Carolina,OG,78,329,5.27,22.5,22,98,7.85,4.96,1,214,2013
Travis Frederick,Wisconsin,C,76,312,5.58,28.5,21,97,7.81,4.76,1,31,2013
Travis Homer,Miami (FL),RB,70,201,4.48,39.5,17,130,7.07,4.31,1,204,2019
Travis Rudolph,Florida State,WR,73,189,4.65,31.5,12,114,6.93,4.46,0,,
Travis Swanson,Arkansas,C,77,312,5.28,26,20,95,7.73,4.65,1,76,2014
Trayveon Williams,Texas A&M,RB,68,206,4.51,33,19,121,7.44,4.44,1,182,2019
Tre Boston,North Carolina,S,73,204,4.58,35,18,116,7.04,4.31,1,128,2014
Tre Brown,Oklahoma,CB,69,185,4.42,38,13,123,7.11,4.27,1,137,2021
Tre McBride,William & Mary,WR,73,210,4.41,38,16,122,6.96,4.08,1,245,2015
Tre Nixon,Central Florida,WR,73,187,4.44,35.5,18,125,6.81,4.27,1,242,2021
Tre Norwood,Oklahoma,CB,71,192,4.58,33.5,12,123,7.65,4.45,1,245,2021
TreDavious White,LSU,CB,71,192,4.47,32,16,119,6.9,4.32,1,27,2017
Trent Murphy,Stanford,DE,77,250,4.86,35.5,19,118,6.78,4.2,1,47,2014
Trent Taylor,Louisiana Tech,WR,68,181,4.63,33,13,117,6.74,4.01,1,177,2017
Trenton Brown,Florida,OG,80,355,5.21,23.5,20,97,8.23,4.78,1,244,2015
Trequan Smith,Central Florida,WR,74,203,4.49,37.5,12,130,6.97,4.5,0,,
Trevin Wade,Arizona,CB,70,192,4.52,34.5,18,116,6.87,4,1,245,2012
Trevon Grimes,Florida,WR,76,220,4.49,35,15,118,6.98,4.28,0,,
Trevon Wesco,West Virginia,TE,75,267,4.89,31,24,117,7.18,4.38,1,121,2019
